original_index,kualifikasi
10371,"berpengalaman mampu menguasai laporan keuangan, akuntansi, penutupan, pengumpulan, Excel, serta manajemen akun yang memadai dengan pengalaman minimal 6 tahun di bidang yang sama dan bertanggung jawab untuk mengelola pertumbuhan akun secara keseluruhan, membangun dan memelihara hubungan pelanggan yang kuat dan berkelanjutan, serta mengumpulkan inteligensi pasar, analisis kompetitor dan industri pelanggan."
10372,"Berpengalaman menguasai Microsoft Excel dan memiliki kemampuan dalam Manajemen Informasi Sistem (MIS), dengan pengalaman kerja minimal 2-3 tahun, terutama di bidang real estate, bertanggung jawab untuk menghasilkan penjualan melalui pertanyaan proyek khusus, menghadapi pelanggan yang datang langsung dan melakukan follow-up, menghubungkan pelanggan dengan perusahaan untuk mendapatkan informasi terkini tentang layanan, harga, dan peluncuran produk baru, serta melaporkan aktivitas penjualan kepada atasan melalui struktur pelaporan yang telah ditetapkan."
10373,"Menguasai analisis data dan pengolahan informasi melalui penggunaan chart, audit, reporting, Excel, serta memahami konsep pricing dan finance, dengan pengalaman kerja 10-13 tahun di bidang IT, bertanggung jawab untuk mengemban tugas utama sebagai Principal - Ads Strategy di Prime Video, meliputi pengembangan narasi dan positioning Prime Video Ads, pengaruh dan penguasaan Pricing dan Packaging, serta pengembangan strategi pemasaran dan integrasi merek untuk advertiser strategis."
10374,"Menguasai Microsoft Excel dan Microsoft Word serta berpengalaman dalam bidang akuntansi selama 3-4 tahun, bertanggung jawab atas kegiatan administrasi terkait, seperti memeriksa surat elektronik, mengelola dokumen, membuat tagihan, mengelola kebersihan, serta mengikuti up dengan penjual dan akun."
10375,"Menguasai bahasa Inggris dengan baik dalam membaca dan menulis, memiliki kemampuan analitis yang kuat, berpengalaman dengan MS Office terutama MS-Excel, memiliki komputer pribadi, dan memiliki pengetahuan komputer yang baik. Bertanggung jawab untuk melakukan penelitian internet, memiliki pengalaman kerja 1-2 tahun, dan memiliki kemampuan komputer yang memadai. Mampu menggunakan MS Office, Google Search, Web Search, dan Excel untuk melakukan tugas utama sebagai Peneliti Internet."
10376,"Berpengalaman dalam Insurance Mutual Fund dan Microsoft Office Excel, dengan pengalaman kerja 3-5 tahun di bidang Mutual Fund, bertanggung jawab untuk melaksanakan tugas-tugas back office."
10377,"Menguasai Basic Excel dan MS Office, berpengalaman dalam bidang HR recruitment selama 1-3 tahun, bertanggung jawab untuk melakukan kegiatan rekrutmen seperti pengumpulan dokumen wajib dari kandidat, verifikasi data berdasarkan checklist dokumen, serta berkomunikasi dengan kandidat dan tim internal untuk mencapai hasil yang optimal."
10378,"Menguasai teknik v lookup, pivot table, dan formatting canggih di Excel, serta memiliki kecepatan dan akurasi dalam mengetik, seseorang yang berpengalaman 2-5 tahun dalam bidang data entry dan memiliki pengalaman kerja di ERP, bertanggung jawab untuk melakukan input data pelanggan dan akun ke sistem, mereview dan memastikan akurasi data, serta menghasilkan laporan dan melakukan operasi backup."
10379,"Analista Modelado de Datos Nielsen - CDMX, Meksiko (Hibrida) yang memiliki kemampuan menganalisis data, menguasai ekonomometrik, statistik, matematika, dan Excel untuk mengembangkan model data yang efektif dan responsif. Berpengalaman 0-3 tahun dalam bidang analisis data dan teknologi, bertanggung jawab untuk mengembangkan dan menerapkan model ekonomometrik untuk menjawab pertanyaan kompleks dari klien terkait marketing mix."
10380,"Menguasai teknologi ROC, berpengalaman dalam bidang pengalaman 0-3 tahun, bertanggung jawab untuk mengelola dan mengoptimalkan sistem relay operasi center, mampu menganalisis data dan membuat laporan, serta mengidentifikasi dan menyelesaikan masalah yang terkait dengan pengiriman dan pengambilan barang, serta memiliki kemampuan analisis data dan membuat laporan menggunakan Excel, serta memiliki kemampuan mengidentifikasi dan menyelesaikan masalah yang terkait dengan keuangan dan finance."
10381,"Berpengalaman dalam mengembangkan VBA Macro dengan lebih dari 4 tahun pengalaman, bertanggung jawab untuk menganalisis data kompleks untuk mengembangkan laporan otomatis dengan VBA dan Excel, serta mampu menciptakan makro untuk bekerja dengan jumlah data besar dan membuat laporan Excel."
10382,"Menguasai MSExcel, Outlook, MSWord, dan MSPowerpoint serta berpengalaman 3-4 tahun di bidang penjualan, bertanggung jawab untuk melakukan penjualan kontinu melalui promosi penjualan, diskusi teknis dan komersial dengan pelanggan untuk memahami aplikasi dan kebutuhan pelanggan, finalisasi pesanan, koordinasi dengan dukungan penjualan untuk proses pengiriman dan pesanan, serta mengikuti pembayaran dan mencapai target bulanan dan kuartalan untuk mencapai target tahunan."
10383,"Menguasai komunikasi bahasa Inggris yang baik, serta memiliki pengetahuan yang memadai tentang Excel, Word, dan presentasi PowerPoint. Berpengalaman dalam bidang customer care selama 0-3 tahun, bertanggung jawab untuk menjelaskan produk kepada pelanggan dan menjualnya sesuai dengan harapan mereka. Mampu menjelaskan produk dengan kemampuan persuasif yang baik dan berkomunikasi dengan efektif mengenai harapan layanan perusahaan."
10384,"Menguasai Accounting, mampu menggunakan Microsoft Excel dan MS Word, serta berpengalaman dalam bidang Computer Skills selama 0-3 tahun, bertanggung jawab untuk menyelesaikan tugas utama sebagai Subject Matter Expert di bidang Accounting untuk perusahaan E-Learning dengan notifikasi masa kerja segera dan proses wawancara melalui Assessment (L1 & L2 Round) dan Virtual Interview."
10385,"Menguasai Tally ERP 9 dengan baik, memiliki pengalaman 2-4 tahun dalam bidang akuntansi, dan bertanggung jawab untuk melakukan pekerjaan utama seperti pengolahan transaksi, manajemen ledger, dan analisis keuangan dengan menggunakan Microsoft Excel dan internet."
10386,"Berikut adalah ekstrak kualifikasi dalam satu kalimat panjang yang mengalir:

Menguasai BusySoftware, MsExcel, BankReconciliation, dan Tds, berpengalaman 2-7 tahun di bidang akuntansi, bertanggung jawab untuk melakukan entri umum, akuntansi umum, pengelolaan Tally, pengelolaan penjualan, pengelolaan pembelian, dan tugas-tugas lainnya, serta menjaga keamanan keuangan dengan mengikuti kontrol internal dan mempersiapkan pembayaran dengan memverifikasi dokumen dan meminta pengeluaran."
10387,"Berikut adalah kualifikasi yang telah diextrak dan ditulis ulang dalam satu kalimat panjang yang mengalir:

Menguasai kemampuan troubleshooting untuk Desktop dan Laptop, serta memiliki pengetahuan dasar tentang Excel, Word, dan Outlook, dengan pengalaman 2-5 tahun di bidang IT dan bertanggung jawab untuk mengupgrade, menginstal, dan menyelesaikan masalah jaringan, perangkat keras, dan perangkat lunak, serta mengatur dan mengelola lingkungan LAN dan WAN."
10388,"Menguasai Data Entry Operator dengan pengalaman 0-1 tahun di bidang administrasi, bertanggung jawab untuk melakukan review, verifikasi, dan pengolahan faktur pembayaran, indeks faktur, dan pengelolaan kas kecil, serta evaluasi dan pengolahan laporan biaya dari karyawan dan eksekutif."
10389,"Menguasai Data Entry Operator dengan pengalaman 0-1 tahun di bidang administrasi, bertanggung jawab untuk melakukan review, verifikasi, dan pengolahan faktur pembayaran, indeks faktur, dan pengelolaan kas kecil, serta mengevaluasi dan mengaprovelaporan biaya dari karyawan dan eksekutif."
10390,"MIS EXECUTIVE yang berpengalaman 0-3 tahun di bidang Manufacturing - Elektrikal Equipments harus mampu menguasai Advance Excel, Microsoft Excel, Macros Microsoft Word, serta memahami System Integration, Updation & Maintenance. Pada posisi ini, kandidat bertanggung jawab untuk merancang dan mempersiapkan Laporan MIS harian dan bulanan, serta melakukan analisis data dengan menggunakan Google Sheets, Google Scripts, dan Google Forms."
10391,"Menguasai pengembangan otomatisasi laporan menggunakan Microsoft Excel untuk meningkatkan waktu pengiriman dan kemampuan pelaporan, serta mampu menavigasi sumber data dari mengubah data mentah menjadi informasi yang bermakna dan dapat diambil tindakan hingga mengumpulkan informasi kualitatif dari stakeholders. Berpengalaman dalam menganalisis data untuk menghasilkan solusi menggunakan alat yang tersedia, serta bertanggung jawab dalam mengelola proyek-proyek besar dan kompleks dengan beberapa deadline yang harus dipenuhi secara bersamaan. Menguasai pembuatan, analisis, dan pemeliharaan model keuangan yang menjelaskan atau memprediksi. Memiliki pengetahuan yang kuat tentang neraca laba rugi dan secara pribadi berusaha untuk memastikan kualitas, konsistensi, dan akurasi data dalam semua pekerjaan."
10392,"Menguasai kompetensi data entry dengan kecepatan 30 Wpm, memiliki kemampuan dalam menggunakan Excel, Microsoft Office, Tally ERP, dan Advanced Excel, serta berpengalaman selama 0-1 tahun dalam bidang administrasi, bertanggung jawab untuk melakukan tugas-tugas seperti mengumpulkan dan mempersiapkan data, melakukan penelitian untuk mengisi data yang hilang, mengonversi data kertas atau rekaman suara menjadi dokumen digital, memeriksa akurasi dokumen dan informasi, serta menjaga keamanan dan keakuratan data."
10393,"Menguasai Data Entry Operator dengan kemampuan 40WPM, serta memiliki pengetahuan yang baik dalam menggunakan Excel dan MS Office, serta memiliki kemampuan presentasi dengan PowerPoint. Berpengalaman 0-1 tahun dalam bidang administrasi, bertanggung jawab untuk melakukan review, pengecekan, dan pengolahan faktur untuk pembayaran, indeks faktur, dan pengelolaan kas kecil."
10394,"Menguasai proses Know Your Customer (KYC) dengan baik dan memiliki kemampuan komunikasi yang baik (lisan dan tulisan), serta memiliki pengetahuan proses yang dalam, termasuk pemahaman yang mendalam tentang kebijakan dan prosedur KYC, serta melakukan tinjauan periodik dan pengadopsian supplier baru untuk semua jenis supplier (Rendah, Menengah & Tinggi). Berpengalaman dalam menganalisis sejarah transaksi melawan standar KYC dan mengumpulkan data untuk supplier baru atau yang sudah ada menggunakan sumber internal/eksternal. Bertanggung jawab dalam mendokumentasikan penelitian dan analisis kesimpulan ke standar KYC Vendor Data Management. Melakukan pengecekan rutin dan mendalam pada profil supplier KYC File Validation."
10395,"Menguasai MS Excel dan memiliki kemampuan mengetik dan berkomunikasi yang baik, serta berpengalaman dalam bidang operasional perbankan dengan lama pengalaman 0-2 tahun, bertanggung jawab untuk melakukan audit dan konfirmasi atas hubungan bisnis pelanggan pada tanggal tertentu setelah menerima permintaan dari klien."
10396,"Menguasai Data Entry Operator dengan pengalaman 0-1 tahun di bidang administrasi, bertanggung jawab untuk melakukan review, verifikasi, dan pengolahan faktur pembayaran, indeks faktur, dan pengelolaan kas kecil, serta mengelola laporan pengeluaran dan dokumen lainnya dengan menggunakan aplikasi Excel dan MS Office."
10397,"Menguasai data analysis dan Excel serta memiliki pengalaman 0-3 tahun di bidang data analysis, bertanggung jawab untuk menemukan tren berdasarkan output audit dan mengagregasi data audit berdasarkan temuan audit, serta mampu mengidentifikasi penyebab akar, bekerja sama dengan insinyur dukungan/ pengembang untuk memperbaiki kesalahan dan mencegah kesalahan yang sama terulang kembali."
10398,"Menguasai data analysis dan Excel dengan menggunakan fungsi MS-Excel dan VBA, serta memiliki kemampuan agregasi data dengan efisien. Berpengalaman 0-3 tahun dalam bidang data analysis, bertanggung jawab untuk menganalisis trend berdasarkan output audit dan agregasi data audit berdasarkan temuan audit. Mampu mengidentifikasi penyebab akar, bekerja sama dengan Engineer/Developer untuk memperbaiki kesalahan dan mencegah kesalahan yang sama terjadi lagi, serta mampu menganalisis dan memberikan umpan balik objektif dan tindakan yang dapat diambil berdasarkan trend."
10399,"Menguasai data analysis dan Excel, berpengalaman 0-3 tahun dalam bidang data analysis, bertanggung jawab untuk menemukan tren berdasarkan output audit dan mengagregasi data audit berdasarkan temuan audit, serta mampu menganalisis dan memberikan umpan balik objektif dan tindakan berdasarkan tren yang muncul."
10400,"Berpengalaman dalam bidang customer service dengan lama pengalaman 1-3 tahun, mampu menguasai kemampuan komunikasi efektif, Microsoft Excel, dan problem-solving untuk mengelola tim dan menyelesaikan masalah dengan efisien, serta bertanggung jawab dalam mengatur aktivitas pengguna dan moderating board di Linkis.in."
10401,"Menguasai Functional/Domain knowledge of Collections dan memiliki pengetahuan tentang accounting, serta mampu menggunakan MS Excel dengan baik, berpengalaman dalam bidang pengumpulan (1-4 tahun), bertanggung jawab atas tugas utama pekerjaan seperti mengelola ageing report, melakukan koordinasi antar departemen, melakukan penyesuaian akuntansi terkait pengumpulan, mengambil keputusan atas pengumpulan, serta menyediakan laporan mingguan dan bulanan, serta menyelesaikan pertanyaan dari klien."
10402,"Central Flow Lead yang berpengalaman 1-3 tahun dalam bidang data analisis, pengelolaan, dan manajemen, serta memiliki kemampuan yang luas dalam menggunakan teknologi seperti Microsoft Excel, Microsoft Outlook, SQL, VBA, dan Excel Macro, bertanggung jawab untuk mengelola volume dan aliran kerja dari beberapa Pusat Pelayanan (Fulfillment Centers) dari lokasi pusat yang terpusat secara remote."
10403,"Menguasai Advance Excel, Excel, Recruitments Sourcing, Talent Acquisition, Employee Engagement, Hr Operations, Payroll, Payroll Processing, dan Induction dengan pengalaman 1-2 tahun di bidang HR, bertanggung jawab untuk mengelola kegiatan rekrutmen dan seleksi, membantu pelatihan dan pengembangan staf, menjaga dan memperbarui file pribadi dan catatan karyawan, serta menyusun surat-surat sebagai dan ketika diperlukan."
10404,"Menguasai MS Word, MS Excel, dan internet serta mampu bekerja dengan kecepatan 20-30 wpm, berpengalaman 1-3 tahun dalam bidang data entry, dan bertanggung jawab untuk melakukan tugas utama sebagai Data Entry Operator yang melibatkan penginputan data dengan akurasi tinggi."
10405,"Menguasai MS Word, MS Excel, dan Internet, berpengalaman 1-3 tahun dalam bidang data entry, dan bertanggung jawab untuk melakukan tugas utama sebagai Data Entry Operator, yaitu melakukan penginputan data dengan kecepatan 20-30 wpm dan menjamin keakuratan hasil."
10406,"Menguasai office assistant, Microsoft Excel, market research, inventory control, dan pembuatan invoice dengan pengalaman 0-1 tahun di bidang administrasi, bertanggung jawab untuk melaksanakan tugas-tugas administratif, mengatur komunikasi dengan departemen terkait, mengelola inventori dan persediaan, menjaga hubungan profesional dengan supplier, customer, dan staff, serta membantu tim front office dan menggantikan posisi mereka ketika diperlukan."
10407,"Menguasai media relations dan outreach influencer, berpengalaman 1-3 tahun di bidang PR dan outreach, bertanggung jawab untuk mengidentifikasi peluang penjualan konten, mengembangkan pitch personal, mengembangkan email yang sukses untuk memasukkan kutipan dari influencer industri, menghubungi influencer melalui media sosial atau telepon, serta mengelola jaringan kontak yang luas."
10408,"Menguasai financial analysis, mampu mengembangkan dan menyusun laporan proyek yang rinci, serta berpengalaman selama 5-10 tahun dalam bidang keuangan, bertanggung jawab untuk menganalisis keberlanjutan teknis dan ekonomi proyek, menilai proposal restrukturisasi utang, dan menyiapkan laporan proyek yang rinci, serta melakukan penilaian risiko kredit terhadap entitas korporat yang tersebar di berbagai sektor dan wilayah."
10409,"Menguasai penggunaan aplikasi keuangan seperti financial software, mampu mengelola keuangan perusahaan dengan baik setelah berpengalaman 0-1 tahun di bidang akuntansi, bertanggung jawab untuk melakukan tugas-tugas seperti merekoncili statement bank, mengelola database akuntansi, dan menghasilkan laporan keuangan yang akurat."
10410,"Berpengalaman dalam menguasai database seperti Loomberg, Capital IQ, Thomson Eikon, Merger Market, dan lain-lain, serta memiliki kemampuan dalam menggunakan MS Office, terutama MS PowerPoint, MS Excel, dan MS Word, dengan pengalaman kerja 4-6 tahun di bidang keuangan dan investasi, bertanggung jawab untuk bekerja sama dengan tim khusus di bank investasi untuk mengembangkan dan menerapkan strategi keuangan yang efektif."
10411,"Menguasai teknis seperti cst, reporting, accounts receivable, collection, excel, ar, dan pricing, serta berpengalaman 5-8 tahun di bidang keuangan dan keperawatan, bertanggung jawab untuk mengevaluasi proses dan prosedur pembayaran asuransi, mengidentifikasi masalah yang menyebabkan penolakan, penundaan, dan akumulasi piutang, serta mengimplementasikan perubahan dalam siklus keuangan pembayaran asuransi untuk meningkatkan tingkat penagihan pertama."
10412,"Menguasai Advance Excel dan memiliki pengetahuan yang baik dalam Tally, Financial Planning, dan Reporting, serta berpengalaman 0-3 tahun dalam bidang Akuntansi dan Keuangan, bertanggung jawab untuk melakukan perencanaan keuangan, membangun hubungan baik dengan klien, melakukan akuntansi sehari-hari, mengelola entri Tally, menyusun laporan keuangan sesuai dengan kebutuhan manajemen, serta mengembangkan bisnis."
10413,"Menguasai Advance Excel dengan pengalaman tangan yang baik dalam pengelolaan data, serta memiliki kemampuan analisis kebutuhan dan pengelolaan laporan MIS. Berpengalaman 3-6 tahun dalam pengelolaan laporan dan pengelolaan data, dengan pengetahuan yang baik tentang MS EXCEL / MS ACCESS / SQL, serta mampu mengoperasikan Pivot Table, V lookup, dan H lookup. Bertanggung jawab dalam pengelolaan laporan dan analisis data, serta memiliki kemampuan komunikasi yang baik baik secara lisan maupun tulisan."
10414,"Berpengalaman dalam menggunakan aplikasi Microsoft Office suite, terutama Excel, serta memiliki kemampuan dalam membuat laporan, audit, dan taxation dengan menggunakan berbagai perangkat lunak akuntansi. Mampu bekerja dengan tim akuntansi untuk mengompilasi dan menganalisis data, melacak informasi, dan mendukung perusahaan atau klien. Berpengalaman dalam mengelola informasi yang sensitif dan menguasai prinsip kejujuran dan integritas."
10415,"Berpengalaman dalam menguasai SAP, Excel, dan ICWA, serta memiliki latar belakang keuangan dengan gelar B.Com / M.Com / MBA Finance, seseorang yang berpengalaman 4-7 tahun di bidang keuangan dan memiliki pengetahuan tentang audit dan reporting, bertanggung jawab untuk memimpin operasional billing untuk seluruh unit bisnis, sebagai single point of contact untuk tagihan bulanan pelanggan dan mendapatkan persetujuan/PO pelanggan, serta mengkoordinasikan dengan tim bisnis untuk memastikan perhitungan tagihan yang akurat."
10416,"Menguasai design dan fabrication, serta memiliki kemampuan analitis dan komunikatif, serta berpengalaman dalam bidang mekanik dengan lama pengalaman 0-1 tahun, bertanggung jawab untuk mengembangkan dan menganalisis basis data teknis."
10417,"Menguasai taxreturns, tax, accounting, excel, mba finance, dan tax compliance, serta berpengalaman dalam bidang pengalaman 0-4 tahun, bertanggung jawab untuk menyediakan jasa pengembalian pajak individu dan bisnis, termasuk pengembalian pajak federal, negara bagian, dan lokal, serta pengembalian pajak penjualan dan penggunaan."
10418,"Analisis dan analis industri yang berpengalaman dalam bidang valuta, keuangan korporat, model keuangan, dan investasi bank dengan pengalaman profesional 1-4 tahun, mampu menguasai analisis keuangan yang maju dan metode valuasi yang beragam, serta berpengalaman dalam membuat model keuangan yang canggih dengan menggunakan Microsoft Excel, bertanggung jawab dalam mengembangkan material pemasaran untuk penasihat penjualan dan pembelian, serta mendukung kegiatan pemasaran perusahaan dalam bidang industri atau proyek, termasuk membantu dalam persiapan buku pitch, pembacaan deal, dan lain-lain."
10419,"CA/ACCA dengan pengalaman kerja minimal 2 tahun setelah lulus, CA (Inter) dengan pengalaman kerja 4-5 tahun di firma audit besar, perusahaan multinasional dengan pengalaman kerja serupa, berpengalaman dan berminat dalam bagaimana teknologi dan sistem dapat mendukung efisiensi dan proses reconciliations yang efektif, memiliki kemampuan komunikasi dan inter-personal yang sangat baik, dapat beradaptasi dengan lingkungan kerja yang cepat dan selalu berubah, mampu bekerja secara mandiri serta dapat bekerja sama dengan stakeholders dan menjelaskan manfaat dari inisiatif, fleksibel dalam menyelesaikan masalah dan menangani prioritas yang berubah-ubah, sangat termotivasi, dengan kemauan untuk mengambil tanggung jawab, dan siap untuk berprestasi di lingkungan kerja yang intens dan tekanan tinggi, serta menguasai penggunaan MS Excel dan MS."
10420,"Menguasai CA/ACCA dengan 2 tahun pengalaman kerja pasca-kualifikasi, CA (Inter) dengan 4-5 tahun pengalaman kerja di perusahaan audit besar, MNC, atau bidang yang sama, serta berpengalaman dan tertarik bagaimana teknologi dan sistem dapat mendukung efisiensi dan proses reconciliations yang efektif, mampu berkomunikasi dengan baik dan memiliki kemampuan interpersonal yang sangat baik, dapat beradaptasi dengan lingkungan kerja yang cepat dan berubah-ubah, mampu bekerja secara mandiri serta dapat bekerja sama dengan stakeholders dan mengkomunikasikan manfaat dari inisiatif, fleksibel dalam menyelesaikan masalah dan menangani prioritas yang berubah-ubah, sangat termotivasi, dengan kemauan untuk mengambil tanggung jawab, dan siap untuk berprestasi di lingkungan kerja yang intens dan tekanan tinggi, serta menguasai MS Excel dan memiliki kemampuan lainnya."
10421,"Menguasai aplikasi perangkat lunak keuangan seperti financial software dan mampu mengoperasikan Microsoft Office seperti MsWord, MsExcel, dan Outlook, berpengalaman 0-1 tahun di bidang akuntansi, bertanggung jawab untuk mendukung operasional akuntansi dengan mengelola dokumen, merekoncili laporan bank, dan menjalankan program perangkat lunak, serta menjaga keamanan informasi organisasi dengan menjaga kerahasiaan data."
10422,"Menguasai aplikasi seperti reports, spreadsheets, dan Excel, serta memiliki pengalaman 2-5 tahun dalam bidang manajemen inventori dan pemasaran di e-commerce, bertanggung jawab untuk mengelola daftar inventori, proses pengiriman, dan kampanye iklan di platform seperti Amazon Ads/Flipkart Ads, serta mengkoordinasikan dengan tim fungsional untuk mencapai tujuan perusahaan."
10423,"Menguasai sistem kasir dan aplikasi akuntansi, berpengalaman sebagai kasir atau akuntan selama minimal 1 tahun, bertanggung jawab untuk mengelola transaksi dengan pelanggan menggunakan mesin kasir, memproses faktur penjualan dan mengumpulkan pembayaran melalui uang tunai, kartu kredit, kartu debit, dan keuangan, serta mengelola transaksi pada neraca saldo dan melaporkan kesalahan apabila ditemukan."
10424,"Menguasai konsep dasar pajak langsung, komplianse pajak, dan konsep akuntansi dasar, serta berpengalaman dalam pengelolaan komplianse pajak langsung dengan masa pengalaman 0-1 tahun, bertanggung jawab untuk mengelola berbagai komplianse pajak langsung seperti TDS/TCS, pengajuan TDS, pengajuan Form 15G/15H, dan pengajuan SFT, serta mampu membantu dalam pengajuan aplikasi pengurangan pajak dan pengajuan jawaban dalam proses penilaian pajak."
10425,"Menguasai analisis data dan pembuatan laporan, berpengalaman 2-5 tahun dalam bidang medical billing, bertanggung jawab untuk memantau kinerja klien dan memastikan semua sasaran tercapai, serta mampu melakukan penelitian, perbaikan, dan pengeditan klaim harian, serta melakukan panggilan telepon dengan pasien, pemberi asuransi, dan klien jika diperlukan."
10426,"UAE experienced Accountant yang berpengalaman minimal 3-6 tahun di bidang akuntansi, mampu menguasai Tally dan Excel, serta bertanggung jawab untuk mengelola laporan keuangan dan melakukan reporting."
10427,"Menguasai pengelolaan data keuangan dan analisis bisnis, berpengalaman 8-14 tahun dalam bidang IT, bertanggung jawab untuk menyediakan analisis yang tepat waktu, akurat, dan relevan, serta mampu melakukan tugas-tugas seperti mempersiapkan laporan keuntungan global, memantau pembayaran VID, mempersiapkan laporan VID, menangani pertanyaan kantor terkait VID, memantau kinerja NAC, mempersiapkan anggaran global, menerbitkan dashboard analitis bulanan, melakukan pemrosesan VID, mempersiapkan data global untuk VID, memantau kebenaran volume per carrier, serta bekerja sama dengan klien dalam pengembangan."
10428,"Berpengalaman sebagai Accountant dengan kemampuan menguasai Tally, memiliki pengetahuan dasar komputer, Microsoft Word, dan Excel, serta memiliki pengalaman minimal 3-5 tahun dalam bidang akuntansi, bertanggung jawab untuk melakukan akuntansi untuk tagihan, GST, dan pekerjaan terkait lainnya, serta memiliki pengetahuan yang baik tentang GST, TDS, dan komunikasi efektif."
10429,"Menguasai kemampuan analitis dengan menggunakan tools seperti reports, profitability report, reconciliation, excel, budget preparation, accounts, dan reporting, serta berpengalaman selama 8-14 tahun dalam bidang bisnis dan analisis, bertanggung jawab untuk melakukan tugas-tugas utama seperti mempersiapkan laporan keuntungan global bulanan, melacak pembayaran VID, mempersiapkan laporan VID, menangani pertanyaan kantor terkait VID, melacak kinerja NAC, mempersiapkan anggaran global untuk akun-akun tertentu, serta menerbitkan dashboard analitis bulanan."
10430,"Menguasai analisis keuangan, laporan, dan due diligence dengan pengalaman 3-6 tahun di bidang private equity, bertanggung jawab untuk mengevaluasi kesempatan investasi, mengelola portofolio yang ada, melakukan riset industri, bisnis, dan benchmarking kompetitif, serta mempersiapkan laporan keuangan dan model valuasi, serta melaporkan kinerja portofolio yang ada."
10431,"Menguasai analisis keuangan, manajemen informasi, akuntansi, dan analisis keuangan dengan sertifikasi CFA dan CA, serta memiliki pengalaman 5-7 tahun di bidang konsultasi, penelitian pasar, dan perbankan investasi, bertanggung jawab untuk mengembangkan strategi penelitian dan mengelola proyek dengan efektif dan efisien."
10432,"Menguasai komunikasi bahasa Inggris yang baik, berpengalaman 2-7 tahun dalam bidang pemasaran dan ekspor, bertanggung jawab untuk mengembangkan basis klien perusahaan ke berbagai wilayah di dunia dengan fokus pada penjualan baru dan memberikan pelayanan pelanggan yang luar biasa serta berkontribusi langsung pada laba perusahaan global."
10433,"Menguasai teknis akuntansi dan pajak, berpengalaman 0-3 tahun di bidang akuntansi dan pajak, bertanggung jawab untuk mengelola dan menganalisis data keuangan, memahami regulasi pajak individu dan perusahaan, serta mampu membuat keputusan yang tepat berdasarkan analisis data."
10434,"Berpengalaman 5-7 tahun dalam audit dan/atau komersial dengan preferensi pengalaman di bidang Logistik, serta memiliki pengetahuan akuntansi yang baik terkait dengan laporan keuangan penuh (P&L). Menguasai kemampuan numerik dengan pikiran analitis yang baik dan kompeten dalam bidang IT terutama di area Excel. Bertanggung jawab atas pengambilan keputusan yang tepat dan memiliki pikiran inkuiri serta dapat bekerja sama sebagai tim."
10435,"Menguasai Tally dan Excel, berpengalaman 0-2 tahun dalam kegiatan akuntansi, bertanggung jawab atas pengelolaan invoice, pengelolaan umum, pengelolaan rekonsiliasi bank, pengelolaan billing dan pengelolaan entri toko."
10436,"Berpengalaman 3-5 tahun di bidang akuntansi dalam lingkungan komputerisasi, mampu menguasai sistem akuntansi komputerisasi, menghitung depreciasi aset, serta mengelola dan mengolah data keuangan dengan menggunakan Excel, dan bertanggung jawab atas tugas-tugas utama seperti pengajuan faktur, pengikutan koleksi, membuat penyediaan ke dalam buku akun, pencatatan jumlah uang yang telah dibayarkan terlebih dahulu, pemeliharaan register aset tetap, penghitungan depreciasi aset, pembayaran, dan tugas-tugas lainnya yang diberikan dari waktu ke waktu."
10437,"Menguasai Excel dan memiliki pengetahuan dasar tentang formulanya, berpengalaman 6-12 tahun di bidang HR, bertanggung jawab dalam mengelola siklus hidup karyawan dari onboarding hingga exit, mengelola keluhan karyawan, proses penghargaan dan pengakuan, serta menyusun laporan MIS, laporan mingguan, dan laporan bulanan, serta memiliki kemampuan komunikasi lisan dan tulisan yang baik, mampu bermultitasking, dan fleksibel dalam hal jadwal dan waktu kerja."
10438,"Berpengalaman dengan kualifikasi asisten TDS- Direct Tax (COE) dengan lama pengalaman 1-3 tahun, memiliki kemampuan dasar dalam bidang pajak, tds, dan pengembalian, serta mampu menguasai aplikasi Excel untuk melakukan analisis dan pembuatan laporan."
10439,"Menguasai data analytics, gap analysis, mobile, SQL, advanced Excel, dan sebagai analis produk, berpengalaman 2-4 tahun di bidang produk, bertanggung jawab untuk menganalisis data produk, merekomendasikan produk, mewawancarai pelanggan untuk menerima umpan balik, mengumpulkan data produk, serta mempelajari produk di pasar untuk menciptakan produk yang lebih baik."
10440,"Menguasai kemampuan komunikasi dan koordinasi dengan stakeholders utama BIS/IT untuk memastikan prosedur audit dan tes berjalan efisien, serta mampu mengelola volume data kompleks menggunakan fungsi Excel canggih atau setara. Berpengalaman melakukan audit proses, audit kontrol, dan/atau penilaian risiko selama 2-5 tahun, serta bertanggung jawab untuk mengevaluasi kelengkapan bukti eksekusi kontrol melalui platform GRC global, mengevaluasi kinerja kontrol internal yang efektif melalui pengujian (pengambilan sampel menggunakan metode GLOBALFOUNDRIES), dan melaporkan status kemajuan audit sendiri kepada manajer audit supervis."
10441,"Berpengalaman dalam menggunakan Excel, MIS, financial planning, reporting, finance, dan financial statements dengan baik, serta memiliki pengalaman kerja sekitar 5-10 tahun di bidang keuangan, bertanggung jawab untuk menganalisis, menyelidiki, dan menyajikan presentasi untuk senior manajemen tentang gerakan dan tren kunci dalam laporan keuangan yang dibandingkan dengan tahun sebelumnya dan anggaran untuk 90 kantor."
